contact_id,event_topic,event_format,event_price,booked
C0275,HR Management,E-Learning,990,0
C0275,Finance,Workshop,1490,0
C0275,Supply Chain,Workshop,1100,0
C0275,Finance,Congress,1100,1
C0276,Project Management,Congress,890,0
C0276,SAP S/4HANA,E-Learning,490,0
C0276,Leadership,Seminar,1100,0
C0276,Marketing,Congress,1490,0
C0276,Logistics,Congress,790,0
C0276,Marketing,E-Learning,1490,0
C0276,HR Management,E-Learning,890,0
C0276,SAP S/4HANA,Workshop,790,0
C0277,Finance,Workshop,490,0
C0277,Marketing,Congress,1290,0
C0277,HR Management,Seminar,890,0
C0277,Leadership,E-Learning,1290,0
C0277,Finance,Workshop,490,0
C0277,SAP S/4HANA,Seminar,890,0
C0278,IT & Digitalisation,Workshop,650,1
C0278,Project Management,Seminar,890,0
C0278,Marketing,E-Learning,299,0
C0279,SAP S/4HANA,Congress,650,0
C0279,Logistics,Congress,1490,0
C0279,IT & Digitalisation,E-Learning,890,0
C0279,Leadership,E-Learning,650,0
C0279,Project Management,E-Learning,990,0
C0279,Marketing,E-Learning,650,0
C0279,Supply Chain,Congress,1490,1
C0280,Marketing,Workshop,490,0
C0280,Project Management,Seminar,1290,0
C0280,Finance,E-Learning,650,0
C0280,Logistics,E-Learning,650,0
C0281,Project Management,Congress,790,0
C0281,Project Management,Congress,650,0
C0281,Marketing,Seminar,490,0
C0281,Legal & Compliance,Workshop,299,0
C0281,Leadership,Seminar,1490,0
C0281,Legal & Compliance,Seminar,890,0
C0281,Leadership,E-Learning,299,0
C0281,Leadership,Congress,790,1
C0281,IT & Digitalisation,Seminar,490,0
C0282,IT & Digitalisation,Congress,1490,0
C0282,SAP S/4HANA,Seminar,490,0
C0282,SAP S/4HANA,Congress,790,0
C0283,Leadership,Congress,1490,0
C0283,IT & Digitalisation,Congress,1290,1
C0283,Project Management,E-Learning,1100,0
C0283,Supply Chain,Congress,1100,0
C0283,IT & Digitalisation,Seminar,1290,0
C0283,SAP S/4HANA,Congress,1290,0
C0284,Leadership,E-Learning,1290,0
C0284,Marketing,E-Learning,1290,0
C0284,Legal & Compliance,Congress,1490,1
C0285,Leadership,Workshop,990,0
C0285,HR Management,Workshop,490,0
C0286,Leadership,Congress,1100,0
C0286,Logistics,Seminar,650,0
C0286,IT & Digitalisation,Congress,990,0
C0286,Logistics,Workshop,490,1
C0286,Marketing,Workshop,890,0
C0286,Marketing,E-Learning,1290,0
C0286,Legal & Compliance,E-Learning,650,0
C0287,Legal & Compliance,Workshop,790,0
C0287,HR Management,Seminar,299,0
C0287,Legal & Compliance,Seminar,650,0
C0287,Logistics,E-Learning,650,1
C0289,Legal & Compliance,Congress,890,0
C0289,Legal & Compliance,E-Learning,1490,0
C0289,SAP S/4HANA,Seminar,299,1
C0289,Leadership,Workshop,1290,0
C0289,Marketing,Workshop,1290,0
C0289,HR Management,Congress,1490,0
C0290,Project Management,E-Learning,1100,0
C0290,Leadership,Workshop,1490,0
C0290,Legal & Compliance,Congress,1490,0
C0291,Logistics,Workshop,990,0
C0291,IT & Digitalisation,Seminar,299,0
C0291,Project Management,E-Learning,990,0
C0291,IT & Digitalisation,Workshop,490,0
C0291,IT & Digitalisation,E-Learning,1100,0
C0293,Leadership,E-Learning,490,0
C0293,Project Management,Seminar,1490,0
C0293,HR Management,Workshop,1100,0
C0293,Finance,Seminar,1290,0
C0293,IT & Digitalisation,Workshop,1100,0
C0293,Logistics,Seminar,1290,1
C0293,Supply Chain,E-Learning,1290,0
C0293,Project Management,E-Learning,990,0
C0293,Supply Chain,Workshop,490,0
C0294,Finance,Workshop,790,0
C0294,Logistics,Seminar,990,0
C0295,Marketing,Congress,990,0
C0296,Marketing,E-Learning,790,0
C0297,SAP S/4HANA,Congress,299,0
C0297,Logistics,Workshop,790,0
C0297,Finance,Workshop,299,0
C0297,IT & Digitalisation,Workshop,650,0
C0297,Project Management,E-Learning,1100,0
C0297,IT & Digitalisation,Seminar,790,0
C0297,Finance,E-Learning,650,0
C0297,Logistics,Congress,1100,1
C0298,HR Management,Congress,890,0
C0298,Legal & Compliance,Workshop,1100,0
C0299,Project Management,Seminar,890,1
C0299,SAP S/4HANA,Congress,299,0
C0299,HR Management,Seminar,490,0
C0299,Logistics,E-Learning,490,0
C0300,Project Management,Congress,490,0
C0300,SAP S/4HANA,E-Learning,1290,0
C0300,Supply Chain,Seminar,990,0
C0300,Logistics,Workshop,790,0
C0300,Supply Chain,Congress,490,0
C0300,Supply Chain,E-Learning,1290,0
C0300,Finance,Seminar,1290,0
C0300,Leadership,E-Learning,1490,1
C0300,Legal & Compliance,Congress,890,1
C0300,IT & Digitalisation,Workshop,990,0
C0300,HR Management,Seminar,299,0
C0301,Finance,E-Learning,490,0
C0301,Legal & Compliance,Workshop,299,1
C0302,Supply Chain,E-Learning,790,1
C0302,Legal & Compliance,E-Learning,1100,0
C0302,Finance,Seminar,1290,1
C0302,Marketing,E-Learning,1100,0
C0302,Project Management,E-Learning,1490,0
C0302,IT & Digitalisation,Workshop,1490,0
C0302,Legal & Compliance,Seminar,299,0
C0302,Legal & Compliance,Congress,299,0
C0303,Logistics,Seminar,490,0
C0303,Supply Chain,Congress,1100,0
C0305,Finance,Congress,490,0
C0305,IT & Digitalisation,Congress,1100,0
C0305,Logistics,Congress,299,0
C0306,Leadership,Workshop,790,0
C0306,Project Management,Seminar,1100,0
C0306,Logistics,E-Learning,650,0
C0306,IT & Digitalisation,Congress,490,0
C0306,SAP S/4HANA,Workshop,1290,0
C0306,Leadership,Congress,790,0
C0306,Finance,E-Learning,1290,0
C0306,Project Management,Workshop,790,1
C0306,Finance,Congress,1100,0
C0306,Marketing,Congress,299,0
C0306,Finance,Congress,1290,0
C0307,Leadership,Seminar,1290,0
C0307,IT & Digitalisation,Workshop,790,0
C0307,Marketing,E-Learning,490,0
C0307,SAP S/4HANA,Seminar,299,0
C0308,Logistics,Seminar,299,1
C0308,SAP S/4HANA,Workshop,890,0
C0308,IT & Digitalisation,Congress,1490,0
C0308,Logistics,Congress,890,0
C0309,Legal & Compliance,Congress,490,0
C0309,SAP S/4HANA,Workshop,650,0
C0309,Leadership,E-Learning,299,0
C0309,Legal & Compliance,E-Learning,990,0
C0309,Finance,E-Learning,890,1
C0309,Marketing,Congress,990,1
C0310,HR Management,Congress,650,0
C0310,Supply Chain,Congress,299,0
C0310,Finance,Congress,1290,0
C0311,Legal & Compliance,E-Learning,1490,0
C0311,Legal & Compliance,Workshop,490,1
C0311,Leadership,E-Learning,490,0
C0311,Finance,Congress,650,0
C0312,Logistics,Seminar,1490,0
C0312,Marketing,Seminar,790,0
C0312,Leadership,E-Learning,299,0
C0313,Logistics,Seminar,990,0
C0313,HR Management,Seminar,1290,0
C0313,Legal & Compliance,E-Learning,299,0
C0315,Supply Chain,Seminar,890,1
C0315,HR Management,Seminar,1490,0
C0315,Leadership,Workshop,890,0
C0315,Supply Chain,Workshop,490,0
C0315,Supply Chain,Congress,1100,1
C0315,Finance,Congress,490,1
C0315,Legal & Compliance,Workshop,890,0
C0315,IT & Digitalisation,Seminar,990,0
C0316,Legal & Compliance,E-Learning,1100,0
C0316,Marketing,E-Learning,650,0
C0316,Marketing,Seminar,299,0
C0316,Legal & Compliance,Congress,650,0
C0316,SAP S/4HANA,Seminar,890,0
C0316,Marketing,Seminar,1290,0
C0316,Project Management,Congress,890,1
C0317,Logistics,Seminar,1490,0
C0317,HR Management,Seminar,1490,1
C0317,Marketing,Seminar,1290,0
C0317,IT & Digitalisation,E-Learning,490,0
C0317,Leadership,Workshop,650,1
C0317,Marketing,Seminar,490,1
C0317,Finance,E-Learning,1290,0
C0319,Leadership,E-Learning,490,1
C0319,SAP S/4HANA,Seminar,299,1
C0320,Legal & Compliance,Workshop,1100,0
C0320,Finance,E-Learning,1100,0
C0320,Leadership,Congress,650,0
C0320,Supply Chain,Seminar,299,0
C0321,Project Management,Congress,1100,0
C0321,Leadership,E-Learning,1290,0
C0321,Legal & Compliance,Workshop,299,0
C0322,Legal & Compliance,Workshop,299,0
C0322,Logistics,Congress,790,0
C0322,Logistics,Workshop,299,0
C0322,HR Management,Seminar,1100,1
C0322,Legal & Compliance,E-Learning,299,0
C0322,Marketing,Workshop,1490,1
C0322,Supply Chain,Seminar,1490,0
C0322,Marketing,E-Learning,1490,0
C0322,Finance,Workshop,1290,0
C0322,Legal & Compliance,E-Learning,1290,0
C0323,Supply Chain,Workshop,990,0
C0323,Supply Chain,Congress,990,0
C0323,Project Management,E-Learning,1100,0
C0323,IT & Digitalisation,Workshop,650,0
C0323,Finance,Seminar,1290,0
C0323,Project Management,Congress,650,0
C0323,Leadership,Workshop,1290,0
C0323,Supply Chain,Congress,1490,1
C0324,IT & Digitalisation,Congress,650,0
C0325,Leadership,Congress,490,0
C0325,Legal & Compliance,E-Learning,990,0
C0325,HR Management,E-Learning,650,0
C0326,Leadership,Seminar,490,0
C0326,SAP S/4HANA,Seminar,650,0
C0326,Supply Chain,E-Learning,650,0
C0326,Legal & Compliance,Workshop,490,0
C0327,Leadership,Congress,1290,0
C0327,HR Management,Congress,1290,0
C0327,Finance,Congress,490,1
C0327,IT & Digitalisation,Workshop,990,0
C0327,Project Management,Workshop,790,0
C0327,Marketing,Workshop,1100,0
C0327,SAP S/4HANA,E-Learning,299,0
C0327,Project Management,Seminar,1490,0
C0327,Leadership,E-Learning,990,0
C0328,Marketing,Seminar,650,0
C0328,SAP S/4HANA,E-Learning,1100,0
C0328,SAP S/4HANA,E-Learning,990,1
C0328,HR Management,E-Learning,1490,0
C0329,SAP S/4HANA,Workshop,990,0
C0329,Supply Chain,E-Learning,490,0
C0329,SAP S/4HANA,E-Learning,1100,0
C0329,SAP S/4HANA,E-Learning,790,0
C0329,SAP S/4HANA,E-Learning,1490,0
C0329,Project Management,Seminar,299,0
C0329,Supply Chain,E-Learning,1100,0
C0329,HR Management,E-Learning,890,0
C0329,Leadership,Seminar,490,0
C0330,Legal & Compliance,E-Learning,790,0
C0330,IT & Digitalisation,E-Learning,890,1
C0330,Marketing,Congress,490,0
C0330,SAP S/4HANA,Congress,990,0
C0330,Leadership,Congress,1100,0
C0330,Leadership,Seminar,299,0
C0331,Legal & Compliance,Seminar,990,1
C0332,Finance,Workshop,1100,0
C0332,Legal & Compliance,Workshop,650,0
C0332,SAP S/4HANA,Congress,1290,0
C0332,Project Management,Seminar,790,0
C0333,SAP S/4HANA,E-Learning,490,0
C0333,Leadership,Seminar,990,0
C0333,HR Management,Congress,490,0
C0333,Finance,E-Learning,890,0
C0333,Legal & Compliance,Seminar,650,0
C0333,Logistics,Workshop,299,1
C0333,Finance,Congress,650,0
C0334,Leadership,Seminar,1100,0
C0334,Logistics,E-Learning,1290,0
C0334,Marketing,Workshop,650,0
C0334,SAP S/4HANA,Workshop,1290,0
C0334,Project Management,E-Learning,490,0
C0334,Marketing,Congress,1100,0
C0335,Finance,Seminar,650,0
C0335,Logistics,E-Learning,1490,0
C0335,SAP S/4HANA,Seminar,790,1
C0335,Logistics,Congress,1290,0
C0335,Leadership,Congress,299,0
C0335,Supply Chain,Congress,1290,0
C0335,SAP S/4HANA,E-Learning,1100,0
C0335,Legal & Compliance,Seminar,990,0
C0335,Project Management,Workshop,299,0
C0335,Marketing,E-Learning,490,0
C0335,Leadership,Congress,890,0
C0336,Project Management,E-Learning,1100,0
C0336,HR Management,E-Learning,650,1
C0336,HR Management,E-Learning,1100,0
C0336,IT & Digitalisation,Congress,1100,1
C0336,Finance,Workshop,490,0
C0336,Supply Chain,Congress,790,0
C0336,SAP S/4HANA,Workshop,490,0
C0336,HR Management,E-Learning,1290,0
C0337,Marketing,Congress,299,0
C0337,SAP S/4HANA,Seminar,790,0
C0337,Finance,Workshop,1290,0
C0337,SAP S/4HANA,Congress,650,0
C0337,SAP S/4HANA,Congress,790,0
C0337,SAP S/4HANA,Workshop,299,0
C0337,Legal & Compliance,E-Learning,650,0
C0337,HR Management,Workshop,890,0
C0337,Marketing,E-Learning,790,0
C0337,HR Management,Congress,1490,0
C0338,Leadership,Congress,1490,0
C0338,Marketing,Congress,1490,0
C0338,IT & Digitalisation,E-Learning,1290,1
C0338,Supply Chain,E-Learning,990,0
C0338,Legal & Compliance,E-Learning,299,0
C0339,HR Management,Seminar,650,0
C0339,SAP S/4HANA,Workshop,1100,0
C0339,Leadership,Seminar,1290,0
C0339,IT & Digitalisation,Workshop,990,0
C0339,Project Management,Seminar,490,0
C0339,IT & Digitalisation,Congress,1290,1
C0339,Supply Chain,Seminar,890,0
C0339,Supply Chain,Seminar,890,0
C0340,HR Management,E-Learning,1290,0
C0340,HR Management,Congress,1100,0
C0340,Finance,Workshop,650,0
C0340,Logistics,Congress,490,0
C0340,Leadership,Congress,890,0
C0340,SAP S/4HANA,E-Learning,790,0
C0340,SAP S/4HANA,E-Learning,1490,1
C0341,IT & Digitalisation,Workshop,1100,0
C0341,Leadership,Workshop,1290,0
C0341,SAP S/4HANA,Seminar,790,0
C0341,Finance,Workshop,1490,0
C0341,IT & Digitalisation,Seminar,1100,0
C0342,Supply Chain,Workshop,490,0
C0342,Supply Chain,Congress,990,0
C0343,Legal & Compliance,Workshop,299,0
C0343,Finance,Congress,490,0
C0343,Supply Chain,E-Learning,299,0
C0343,SAP S/4HANA,Congress,490,1
C0343,Leadership,Workshop,490,0
C0343,HR Management,Seminar,1100,0
C0344,Legal & Compliance,Seminar,890,0
C0344,Leadership,Seminar,299,0
C0344,Finance,Workshop,1100,0
C0344,Logistics,Workshop,790,0
C0344,Legal & Compliance,Workshop,1290,0
C0344,Logistics,Seminar,990,1
C0344,Legal & Compliance,E-Learning,790,0
C0344,Leadership,Seminar,490,0
C0345,IT & Digitalisation,Workshop,1290,0
C0345,Project Management,Congress,650,0
C0345,HR Management,Congress,890,0
C0345,SAP S/4HANA,E-Learning,890,0
C0345,Project Management,Workshop,890,0
C0345,Finance,E-Learning,299,0
C0345,HR Management,Congress,1490,0
C0345,Marketing,E-Learning,790,0
C0345,Supply Chain,Seminar,990,0
C0345,Legal & Compliance,Workshop,990,0
C0346,IT & Digitalisation,Congress,490,0
C0346,HR Management,Workshop,790,0
C0346,Supply Chain,Congress,1290,0
C0346,Supply Chain,Workshop,990,0
C0346,Supply Chain,Workshop,650,0
C0346,IT & Digitalisation,Seminar,490,0
C0346,HR Management,Seminar,650,0
C0346,Legal & Compliance,Congress,990,0
C0346,HR Management,Congress,790,0
C0346,Project Management,Congress,890,0
C0347,Project Management,Congress,299,0
C0347,Finance,Seminar,299,1
C0347,Marketing,Seminar,990,0
C0347,Finance,Workshop,790,0
C0347,IT & Digitalisation,Congress,1490,0
C0348,Project Management,Congress,790,0
C0348,IT & Digitalisation,E-Learning,1100,0
C0348,HR Management,Congress,1490,0
C0349,HR Management,E-Learning,650,0
C0349,Supply Chain,Seminar,1290,0
C0349,Project Management,Workshop,1490,0
C0349,Legal & Compliance,Workshop,650,1
C0349,IT & Digitalisation,Workshop,1290,0
C0349,Finance,Workshop,299,1
C0349,Supply Chain,Congress,1290,1
C0349,Marketing,Congress,890,0
C0349,Marketing,Congress,990,0
C0349,SAP S/4HANA,Seminar,650,0
C0349,Finance,Workshop,1490,0
C0350,Legal & Compliance,E-Learning,1100,0
C0350,Legal & Compliance,Workshop,1100,0
C0350,Legal & Compliance,E-Learning,890,0
C0350,HR Management,Congress,1290,0
C0350,Finance,Seminar,990,0
C0351,Finance,Congress,490,1
C0351,Leadership,E-Learning,299,0
C0351,IT & Digitalisation,Congress,990,0
C0351,Finance,E-Learning,790,0
C0351,SAP S/4HANA,E-Learning,299,0
C0351,Finance,E-Learning,1100,0
C0351,Logistics,Seminar,1290,0
C0351,Marketing,Congress,790,1
C0351,Legal & Compliance,Congress,1490,0
C0351,Legal & Compliance,E-Learning,490,0
C0352,Supply Chain,Workshop,1290,0
C0352,IT & Digitalisation,Congress,650,0
C0352,HR Management,Workshop,990,0
C0352,Supply Chain,Workshop,1100,0
C0352,SAP S/4HANA,E-Learning,990,0
C0352,Logistics,Seminar,650,0
C0353,Marketing,Congress,1100,0
C0353,SAP S/4HANA,Workshop,790,0
C0353,Leadership,E-Learning,1290,0
C0353,Leadership,Congress,490,0
C0354,HR Management,Congress,790,0
C0354,Marketing,E-Learning,790,0
C0354,Finance,Seminar,1290,0
C0354,IT & Digitalisation,Seminar,650,1
C0354,Marketing,Workshop,650,0
C0354,Project Management,Workshop,1290,0
C0354,Marketing,Congress,650,1
C0354,Finance,Workshop,1290,0
C0357,Project Management,Workshop,490,1
C0357,Logistics,Congress,1490,0
C0357,Logistics,Workshop,1290,0
C0357,Logistics,Seminar,490,1
C0357,Legal & Compliance,E-Learning,890,0
C0357,Logistics,Congress,1100,0
C0357,Project Management,Workshop,1290,1
C0358,Marketing,Seminar,790,0
C0358,Finance,E-Learning,490,0
C0358,Legal & Compliance,Workshop,1490,1
C0358,IT & Digitalisation,Seminar,490,0
C0358,Marketing,Workshop,650,0
C0359,Legal & Compliance,Seminar,490,0
C0359,Marketing,E-Learning,1100,0
C0359,Marketing,Seminar,299,0
C0359,Leadership,Congress,990,0
C0359,Legal & Compliance,Workshop,490,1
C0359,SAP S/4HANA,Congress,1290,0
C0359,Legal & Compliance,E-Learning,650,0
C0359,HR Management,Seminar,650,0
C0359,Leadership,Workshop,650,1
C0361,Supply Chain,Seminar,1490,0
C0361,Legal & Compliance,Seminar,1490,0
C0361,Marketing,E-Learning,1290,0
C0361,Logistics,Seminar,299,0
C0361,Supply Chain,Congress,990,1
C0361,Supply Chain,Seminar,299,0
C0362,Supply Chain,Seminar,790,0
C0362,Project Management,Congress,299,0
C0362,SAP S/4HANA,Seminar,990,0
C0362,SAP S/4HANA,Congress,790,0
C0362,Marketing,Seminar,790,0
C0364,IT & Digitalisation,Seminar,1100,1
C0365,Finance,E-Learning,299,0
C0365,Supply Chain,Workshop,890,0
C0366,Finance,Seminar,990,0
C0366,Project Management,E-Learning,650,0
C0366,Legal & Compliance,Seminar,990,0
C0367,Marketing,Congress,1490,0
C0367,Supply Chain,Seminar,490,0
C0367,Supply Chain,Workshop,790,0
C0367,HR Management,Congress,990,1
C0367,Finance,Congress,650,0
C0367,Supply Chain,Seminar,790,0
C0367,IT & Digitalisation,Congress,890,0
C0367,HR Management,Workshop,890,0
C0367,Supply Chain,E-Learning,990,0
C0367,Supply Chain,Seminar,790,0
C0368,Project Management,Workshop,299,0
C0368,Legal & Compliance,Seminar,790,0
C0368,Project Management,Congress,650,0
C0368,Project Management,Congress,790,0
C0368,Marketing,Workshop,890,0
C0368,Supply Chain,Congress,1100,0
C0368,Logistics,Congress,890,0
C0369,Finance,Workshop,490,0
C0369,Marketing,Workshop,650,0
C0369,Legal & Compliance,Workshop,1490,0
C0369,Project Management,Workshop,299,0
C0369,Marketing,Seminar,890,0
C0369,SAP S/4HANA,Congress,890,0
C0369,Legal & Compliance,E-Learning,1290,0
C0369,Marketing,Workshop,490,0
C0369,Project Management,Workshop,790,0
C0369,Supply Chain,Seminar,299,1
C0370,Marketing,E-Learning,1100,0
C0370,Finance,Seminar,1100,0
C0370,Leadership,Workshop,650,0
C0370,Marketing,E-Learning,990,0
C0370,IT & Digitalisation,Seminar,1100,0
C0370,Supply Chain,Congress,1290,0
C0370,IT & Digitalisation,Seminar,650,0
C0370,Logistics,Workshop,650,0
C0371,HR Management,Seminar,490,0
C0371,Marketing,Seminar,1490,0
C0371,Marketing,Congress,1100,0
C0371,Finance,Workshop,890,0
C0371,Leadership,Seminar,990,1
C0372,Finance,Seminar,650,0
C0372,HR Management,Seminar,490,0
C0372,SAP S/4HANA,Workshop,890,1
C0373,Project Management,Congress,790,0
C0373,Project Management,Seminar,1290,0
C0373,Project Management,Congress,299,0
C0373,Supply Chain,E-Learning,1100,0
C0374,Leadership,E-Learning,490,0
C0374,Leadership,E-Learning,490,0
C0374,HR Management,Congress,1290,0
C0374,Leadership,Seminar,299,0
C0374,HR Management,Seminar,490,0
C0375,Logistics,E-Learning,1290,0
C0375,IT & Digitalisation,Workshop,990,0
C0375,IT & Digitalisation,E-Learning,790,0
C0375,Marketing,Workshop,299,0
C0376,Legal & Compliance,Workshop,650,1
C0376,Logistics,Seminar,1490,1
C0376,Supply Chain,E-Learning,1290,0
C0376,SAP S/4HANA,Workshop,790,0
C0377,HR Management,E-Learning,1290,0
C0378,Logistics,Seminar,990,0
C0379,Finance,Congress,650,0
C0379,Project Management,Workshop,490,0
C0379,SAP S/4HANA,Workshop,650,0
C0379,Leadership,Workshop,1490,0
C0379,Supply Chain,Congress,650,0
C0379,Leadership,Workshop,299,0
C0379,IT & Digitalisation,Workshop,890,1
C0379,Finance,Workshop,490,0
C0380,IT & Digitalisation,Congress,490,0
C0381,Supply Chain,Congress,890,1
C0381,Finance,Seminar,490,0
C0381,IT & Digitalisation,Congress,490,0
C0381,Project Management,E-Learning,1100,0
C0381,Finance,Seminar,1490,0
C0381,Marketing,Workshop,990,1
C0381,Project Management,Congress,490,1
C0382,IT & Digitalisation,Congress,890,0
C0382,Legal & Compliance,Workshop,650,0
C0383,Finance,Seminar,890,0
C0383,Supply Chain,Workshop,890,1
C0383,HR Management,E-Learning,650,0
C0383,Supply Chain,Seminar,650,0
C0383,Marketing,E-Learning,650,0
C0384,Marketing,Workshop,990,0
C0384,Marketing,Seminar,1490,0
C0384,Finance,Congress,1490,0
C0385,Logistics,Seminar,890,0
C0386,Legal & Compliance,Workshop,890,0
C0386,Supply Chain,Congress,790,0
C0386,IT & Digitalisation,Seminar,650,1
C0386,Marketing,Congress,299,0
C0386,IT & Digitalisation,Workshop,650,0
C0387,Logistics,Workshop,650,0
C0387,Supply Chain,Seminar,490,0
C0387,Marketing,Workshop,890,0
C0388,Marketing,E-Learning,1290,0
C0388,HR Management,Seminar,490,1
C0388,Leadership,Workshop,1490,0
C0388,HR Management,Workshop,890,0
C0388,Logistics,Congress,1100,1
C0388,Marketing,E-Learning,650,0
C0388,IT & Digitalisation,Seminar,1490,0
C0388,Marketing,Seminar,1100,0
C0388,Leadership,Seminar,790,0
C0388,Project Management,Congress,299,0
C0389,Project Management,Congress,650,0
C0389,SAP S/4HANA,E-Learning,299,0
C0389,Leadership,E-Learning,990,0
C0390,Finance,Seminar,1490,0
C0390,SAP S/4HANA,Workshop,650,0
C0390,IT & Digitalisation,E-Learning,1490,0
C0390,Leadership,Seminar,790,1
C0390,Supply Chain,Congress,890,0
C0390,Project Management,Congress,990,0
C0390,Project Management,Workshop,490,1
C0390,Finance,Workshop,650,0
C0390,Legal & Compliance,Seminar,890,1
C0390,Project Management,Congress,490,0
C0390,Supply Chain,E-Learning,1490,0
C0391,Marketing,Workshop,299,1
C0391,Leadership,E-Learning,490,0
C0391,SAP S/4HANA,Workshop,490,0
C0391,Leadership,E-Learning,990,0
C0391,Project Management,Congress,890,1
C0391,Leadership,Workshop,790,0
C0391,Leadership,Seminar,650,0
C0391,Logistics,Workshop,490,1
C0391,Logistics,E-Learning,1490,0
C0391,Logistics,Seminar,299,0
C0392,IT & Digitalisation,Workshop,1290,0
C0392,Finance,Seminar,1490,0
C0392,Project Management,Congress,1100,0
C0392,HR Management,E-Learning,790,0
C0392,Legal & Compliance,Congress,1290,0
C0392,Legal & Compliance,E-Learning,890,0
C0393,Leadership,E-Learning,1100,0
C0393,Leadership,Seminar,490,1
C0393,Leadership,Congress,299,0
C0393,Finance,Workshop,299,0
C0395,Marketing,Seminar,790,1
C0395,Marketing,E-Learning,790,0
C0395,Logistics,Workshop,650,0
C0395,Project Management,Seminar,990,0
C0396,Marketing,Workshop,1100,0
C0396,IT & Digitalisation,Seminar,990,1
C0396,SAP S/4HANA,Seminar,890,0
C0396,Legal & Compliance,E-Learning,890,1
C0396,HR Management,Workshop,790,0
C0396,SAP S/4HANA,Seminar,1290,0
C0396,HR Management,E-Learning,299,0
C0397,Leadership,Seminar,990,0
C0397,Marketing,E-Learning,299,0
C0398,Leadership,Congress,1100,0
C0398,Legal & Compliance,Seminar,650,0
C0398,Supply Chain,Workshop,1100,0
C0398,Finance,E-Learning,1100,0
C0398,SAP S/4HANA,E-Learning,490,0
C0398,Legal & Compliance,Congress,650,0
C0398,Marketing,Seminar,990,0
C0399,HR Management,Congress,1100,0
C0399,IT & Digitalisation,Seminar,650,0
C0399,Legal & Compliance,E-Learning,490,0
C0399,Legal & Compliance,Workshop,650,0
C0399,Marketing,Workshop,650,0
C0399,Leadership,Seminar,650,0
C0399,IT & Digitalisation,Seminar,790,0
C0399,IT & Digitalisation,Workshop,299,1
C0399,Legal & Compliance,E-Learning,890,0
C0399,Leadership,Workshop,790,0
C0399,SAP S/4HANA,Congress,790,0
C0400,Marketing,Congress,1290,0
C0400,SAP S/4HANA,Congress,790,0
C0400,Supply Chain,Seminar,650,0
C0400,HR Management,E-Learning,790,0
C0400,Marketing,Seminar,790,0
C0400,HR Management,Workshop,1100,0
C0400,Supply Chain,Congress,990,0
C0400,Legal & Compliance,Seminar,1490,0
C0400,HR Management,E-Learning,490,0
C0402,HR Management,Congress,299,0
C0402,HR Management,E-Learning,790,1
C0402,Legal & Compliance,E-Learning,490,0
C0402,Project Management,E-Learning,1290,0
C0402,IT & Digitalisation,E-Learning,490,0
C0403,IT & Digitalisation,E-Learning,990,0
C0403,Supply Chain,E-Learning,790,0
C0403,Leadership,Seminar,650,0
C0403,HR Management,Congress,790,0
C0403,Leadership,Seminar,1490,0
C0403,Finance,Workshop,790,0
C0404,Marketing,E-Learning,1490,0
C0404,IT & Digitalisation,Workshop,490,0
C0404,Leadership,Workshop,1100,0
C0404,Project Management,E-Learning,650,0
C0405,Supply Chain,Workshop,1290,0
C0405,Project Management,Workshop,1490,0
C0405,SAP S/4HANA,Workshop,1100,0
C0405,Supply Chain,Congress,299,0
C0405,Logistics,Congress,299,0
C0405,SAP S/4HANA,E-Learning,890,0
C0407,SAP S/4HANA,Congress,890,0
C0407,Project Management,E-Learning,650,0
C0407,HR Management,Congress,790,0
C0407,HR Management,E-Learning,990,0
C0407,Leadership,E-Learning,650,0
C0407,Logistics,E-Learning,990,0
C0407,HR Management,E-Learning,790,0
C0408,SAP S/4HANA,Seminar,1100,0
C0408,Logistics,Congress,1290,0
C0408,IT & Digitalisation,E-Learning,790,0
C0408,Project Management,Workshop,790,1
C0408,IT & Digitalisation,Congress,1290,0
C0408,Legal & Compliance,Congress,1290,0
C0410,Finance,Congress,650,0
C0410,Logistics,Congress,490,1
C0410,Leadership,Workshop,790,0
C0411,HR Management,Seminar,1100,0
C0411,HR Management,Seminar,299,0
C0411,Project Management,Congress,490,0
C0412,HR Management,Seminar,1490,0
C0412,Leadership,Congress,650,0
C0412,Logistics,Workshop,650,0
C0413,Supply Chain,Seminar,1490,0
C0413,SAP S/4HANA,Seminar,299,0
C0413,Leadership,E-Learning,490,0
C0413,Project Management,Seminar,790,0
C0413,Supply Chain,Workshop,1100,0
C0413,IT & Digitalisation,E-Learning,790,1
C0413,Leadership,Workshop,650,0
C0413,Supply Chain,Seminar,890,0
C0414,Leadership,E-Learning,490,0
C0414,Logistics,Congress,650,0
C0414,SAP S/4HANA,E-Learning,650,0
C0414,Project Management,E-Learning,890,0
C0414,Leadership,E-Learning,1290,0
C0414,Finance,Seminar,299,0
C0414,Project Management,E-Learning,650,0
C0414,Legal & Compliance,Workshop,490,0
C0415,Project Management,Seminar,990,0
C0415,Project Management,Workshop,990,0
C0415,Legal & Compliance,Workshop,1290,0
C0415,Logistics,E-Learning,650,0
C0415,Marketing,Workshop,1490,1
C0415,SAP S/4HANA,Workshop,1490,0
C0415,Marketing,Seminar,1100,0
C0415,Leadership,Congress,990,0
C0416,SAP S/4HANA,Workshop,650,0
C0416,HR Management,E-Learning,990,1
C0416,Finance,Workshop,650,0
